date,unix,average,open,high,low,close
07-03-2019,1562126400.0,2986.9,2978.0801,2995.8401,2977.96,2995.8201
07-02-2019,1562040000.0,2964.56,2964.6599,2973.21,2955.9199,2973.01
07-01-2019,1561953600.0,2965.07,2971.4099,2977.9299,2952.22,2964.3301
06-28-2019,1561694400.0,2936.52,2932.9399,2943.98,2929.05,2941.76
06-27-2019,1561608000.0,2923.94,2919.6599,2929.3,2918.5701,2924.9199
06-26-2019,1561521600.0,2922.79,2926.0701,2932.5901,2912.99,2913.78
06-25-2019,1561435200.0,2931.27,2945.78,2946.52,2916.01,2917.3799
06-24-2019,1561348800.0,2949.48,2951.4199,2954.9199,2944.05,2945.3501
06-21-2019,1561089600.0,2955.51,2952.71,2964.1499,2946.8701,2950.46
06-20-2019,1561003200.0,2944.78,2949.6001,2958.0601,2931.5,2954.1799
06-19-2019,1560916800.0,2921.58,2920.55,2931.74,2911.4299,2926.46
06-18-2019,1560830400.0,2918.11,2906.71,2930.79,2905.4399,2917.75
06-17-2019,1560744000.0,2892.28,2889.75,2897.27,2887.3,2889.6699
06-14-2019,1560484800.0,2887.04,2886.8201,2894.45,2879.6201,2886.98
06-13-2019,1560398400.0,2888.61,2886.24,2895.24,2881.99,2891.6399
06-12-2019,1560312000.0,2881.62,2882.73,2888.5701,2874.6799,2879.8401
06-11-2019,1560225600.0,2894.57,2903.27,2910.6101,2878.53,2885.72
06-10-2019,1560139200.0,2895.14,2885.8301,2904.77,2885.51,2886.73
06-07-2019,1559880000.0,2868.92,2852.8701,2884.97,2852.8701,2873.3401
06-06-2019,1559793600.0,2837.28,2828.51,2852.1001,2822.45,2843.49
06-05-2019,1559707200.0,2814.1,2818.0901,2827.28,2800.9199,2826.1499
06-04-2019,1559620800.0,2783.56,2762.6399,2804.49,2762.6399,2803.27
06-03-2019,1559534400.0,2745.94,2751.53,2763.0701,2728.8101,2744.45
05-31-2019,1559275200.0,2759.75,2766.1499,2768.98,2750.52,2752.0601
05-30-2019,1559188800.0,2787.87,2786.9399,2799.0,2776.74,2788.8601
05-29-2019,1559102400.0,2779.05,2790.25,2792.03,2766.0601,2783.02
05-28-2019,1559016000.0,2821.05,2830.03,2840.51,2801.5801,2802.3899
05-24-2019,1558670400.0,2830.77,2832.4099,2841.3601,2820.1899,2826.0601
05-23-2019,1558584000.0,2821.09,2836.7,2836.7,2805.49,2822.24
05-22-2019,1558497600.0,2858.29,2856.0601,2865.47,2851.1101,2856.27
05-21-2019,1558411200.0,2861.45,2854.02,2868.8799,2854.02,2864.3601
05-20-2019,1558324800.0,2842.58,2841.9399,2853.8601,2831.29,2840.23
05-17-2019,1558065600.0,2869.86,2858.6001,2885.48,2854.23,2859.53
05-16-2019,1557979200.0,2873.97,2855.8,2892.1499,2855.8,2876.3201
05-15-2019,1557892800.0,2836.88,2820.3799,2858.6799,2815.0801,2850.96
05-14-2019,1557806400.0,2836.33,2820.1201,2852.54,2820.1201,2834.4099
05-13-2019,1557720000.0,2820.81,2840.1899,2840.1899,2801.4299,2811.8701
05-10-2019,1557460800.0,2858.35,2863.1001,2891.3101,2825.3899,2881.3999
05-09-2019,1557374400.0,2856.18,2859.8401,2875.97,2836.3999,2870.72
05-08-2019,1557288000.0,2885.62,2879.6101,2897.96,2873.28,2879.4199
05-07-2019,1557201600.0,2887.82,2913.03,2913.03,2862.6001,2884.05
05-06-2019,1557115200.0,2917.77,2908.8899,2937.3201,2898.21,2932.47
05-03-2019,1556856000.0,2938.53,2929.21,2947.8501,2929.21,2945.6399
05-02-2019,1556769600.0,2916.09,2922.1599,2931.6799,2900.5,2917.52
05-01-2019,1556683200.0,2938.74,2952.3301,2954.1299,2923.3601,2923.73
04-30-2019,1556596800.0,2936.17,2937.1399,2948.22,2924.1101,2945.8301
04-29-2019,1556510400.0,2944.44,2940.5801,2949.52,2939.3501,2943.03
04-26-2019,1556251200.0,2928.72,2925.8101,2939.8799,2917.5601,2939.8799
04-25-2019,1556164800.0,2922.97,2928.99,2933.1001,2912.8401,2926.1699
04-24-2019,1556078400.0,2931.44,2934.0,2936.8301,2926.05,2927.25
04-23-2019,1555992000.0,2922.42,2909.99,2936.3101,2908.53,2933.6799
04-22-2019,1555905600.0,2902.93,2898.78,2909.51,2896.3501,2907.97
04-18-2019,1555560000.0,2900.15,2904.8101,2908.3999,2891.8999,2905.03
04-17-2019,1555473600.0,2906.72,2916.04,2918.0,2895.45,2900.45
04-16-2019,1555387200.0,2908.39,2912.26,2916.0601,2900.71,2907.0601
04-15-2019,1555300800.0,2903.04,2908.3201,2909.6001,2896.48,2905.5801
04-12-2019,1555041600.0,2904.46,2900.8601,2910.54,2898.3701,2907.4099
04-11-2019,1554955200.0,2887.7,2891.9199,2893.4199,2881.99,2888.3201
04-10-2019,1554868800.0,2884.42,2881.3701,2889.71,2879.1299,2888.21
04-09-2019,1554782400.0,2880.11,2886.5801,2886.8799,2873.3301,2878.2
04-08-2019,1554696000.0,2888.36,2888.46,2895.95,2880.78,2895.77
04-05-2019,1554436800.0,2888.11,2884.1599,2893.24,2882.99,2892.74
04-04-2019,1554350400.0,2874.21,2873.99,2881.28,2867.1399,2879.3899
04-03-2019,1554264000.0,2875.21,2876.0901,2885.25,2865.1699,2873.3999
04-02-2019,1554177600.0,2865.82,2868.24,2872.8999,2858.75,2867.24
04-01-2019,1554091200.0,2859.01,2848.6299,2869.3999,2848.6299,2867.1899
03-29-2019,1553832000.0,2827.63,2828.27,2836.03,2819.23,2834.3999
03-28-2019,1553745600.0,2809.24,2809.3999,2819.71,2798.77,2815.4399
03-27-2019,1553659200.0,2806.64,2819.72,2825.5601,2787.72,2805.3701
03-26-2019,1553572800.0,2816.93,2812.6599,2829.8701,2803.99,2818.46
03-25-2019,1553486400.0,2797.4,2796.01,2809.79,2785.02,2798.3601
03-22-2019,1553227200.0,2823.31,2844.52,2846.1599,2800.47,2800.71
03-21-2019,1553140800.0,2838.85,2819.72,2860.3101,2817.3799,2854.8799
03-20-2019,1553054400.0,2827.98,2831.3401,2843.54,2812.4299,2824.23
03-19-2019,1552968000.0,2837.84,2840.76,2852.4199,2823.27,2832.5701
03-18-2019,1552881600.0,2828.7,2822.6101,2835.4099,2821.99,2832.9399
03-15-2019,1552622400.0,2820.76,2810.79,2830.73,2810.79,2822.48
03-14-2019,1552536000.0,2809.23,2810.3799,2815.0,2803.46,2808.48
03-13-2019,1552449600.0,2810.51,2799.78,2821.24,2799.78,2810.9199
03-12-2019,1552363200.0,2792.53,2787.3401,2798.3201,2786.73,2791.52
03-11-2019,1552276800.0,2765.81,2747.6101,2784.0,2747.6101,2783.3
03-08-2019,1552021200.0,2733.2,2730.79,2744.1299,2722.27,2743.0701
03-07-2019,1551934800.0,2753.17,2766.53,2767.25,2739.0901,2748.9299
03-06-2019,1551848400.0,2779.48,2790.27,2790.27,2768.6899,2771.45
03-05-2019,1551762000.0,2789.7,2794.4099,2796.4399,2782.97,2789.6499
03-04-2019,1551675600.0,2792.27,2814.3701,2816.8799,2767.6599,2792.8101
03-01-2019,1551416400.0,2797.7,2798.22,2808.02,2787.3799,2803.6899
02-28-2019,1551330000.0,2788.12,2788.1101,2793.73,2782.51,2784.49
02-27-2019,1551243600.0,2785.44,2787.5,2795.76,2775.1299,2792.3799
02-26-2019,1551157200.0,2796.3,2792.3601,2803.1201,2789.47,2793.8999
02-25-2019,1551070800.0,2804.24,2804.3501,2813.49,2794.99,2796.1101
02-22-2019,1550811600.0,2786.66,2780.6699,2794.2,2779.1101,2792.6699
02-21-2019,1550725200.0,2773.07,2780.24,2781.5801,2764.55,2774.8799
02-20-2019,1550638800.0,2781.97,2779.05,2789.8799,2774.0601,2784.7
02-19-2019,1550552400.0,2777.31,2769.28,2787.3301,2767.29,2779.76
02-15-2019,1550206800.0,2767.95,2760.24,2775.6599,2760.24,2775.6001
02-14-2019,1550120400.0,2744.56,2743.5,2757.8999,2731.23,2745.73
02-13-2019,1550034000.0,2755.24,2750.3,2761.8501,2748.6299,2753.03
02-12-2019,1549947600.0,2735.4,2722.6101,2748.1899,2722.6101,2744.73
02-11-2019,1549861200.0,2710.92,2712.3999,2718.05,2703.79,2709.8
02-08-2019,1549602000.0,2694.95,2692.3601,2708.0701,2681.8301,2707.8799
02-07-2019,1549515600.0,2703.29,2717.53,2719.3201,2687.26,2706.05
02-06-2019,1549429200.0,2731.11,2735.05,2738.0801,2724.1499,2731.6101
02-05-2019,1549342800.0,2731.51,2728.3401,2738.98,2724.03,2737.7
02-04-2019,1549256400.0,2711.87,2706.49,2724.99,2698.75,2724.8701
02-01-2019,1548997200.0,2706.77,2702.3201,2716.6599,2696.8799,2706.53
01-31-2019,1548910800.0,2693.8,2685.49,2708.95,2678.6499,2704.1001
01-30-2019,1548824400.0,2669.39,2653.6201,2690.4399,2648.3401,2681.05
01-29-2019,1548738000.0,2640.99,2644.8899,2650.9299,2631.05,2640.0
01-28-2019,1548651600.0,2634.52,2644.97,2644.97,2624.0601,2643.8501
01-25-2019,1548392400.0,2664.86,2657.4399,2672.3799,2657.3301,2664.76
01-24-2019,1548306000.0,2637.11,2638.8401,2647.2,2627.01,2642.3301
01-23-2019,1548219600.0,2633.02,2643.48,2653.1899,2612.8601,2638.7
01-22-2019,1548133200.0,2637.57,2657.8799,2657.8799,2617.27,2632.8999
01-18-2019,1547787600.0,2661.53,2651.27,2675.47,2647.5801,2670.71
01-17-2019,1547701200.0,2625.71,2609.28,2645.0601,2606.3601,2635.96
01-16-2019,1547614800.0,2619.22,2614.75,2625.76,2612.6799,2616.1001
01-15-2019,1547528400.0,2599.09,2585.1001,2613.0801,2585.1001,2610.3
01-14-2019,1547442000.0,2579.86,2580.3101,2589.3201,2570.4099,2582.6101
01-11-2019,1547182800.0,2586.83,2588.1101,2596.27,2577.3999,2596.26
01-10-2019,1547096400.0,2579.92,2573.51,2597.8201,2562.02,2596.6399
01-09-2019,1547010000.0,2582.11,2580.0,2595.3201,2568.8899,2584.96
01-08-2019,1546923600.0,2563.69,2568.1101,2579.8201,2547.5601,2574.4099
01-07-2019,1546837200.0,2545.36,2535.6101,2566.1599,2524.5601,2549.6899
01-04-2019,1546578000.0,2506.2,2474.3301,2538.0701,2474.3301,2531.9399
01-03-2019,1546491600.0,2468.55,2491.9199,2493.1399,2443.96,2447.8899
01-02-2019,1546405200.0,2493.48,2476.96,2519.49,2467.47,2510.03
12-31-2018,1546232400.0,2496.03,2498.9399,2509.24,2482.8201,2506.8501
12-28-2018,1545973200.0,2496.58,2498.77,2520.27,2472.8899,2485.74
12-27-2018,1545886800.0,2443.52,2442.5,2489.1001,2397.9399,2488.8301
12-26-2018,1545800400.0,2407.17,2363.1201,2467.76,2346.5801,2467.7
12-24-2018,1545627600.0,2380.72,2400.5601,2410.3401,2351.1001,2351.1001
12-21-2018,1545368400.0,2456.48,2465.3799,2504.4099,2408.55,2416.6201
12-20-2018,1545282000.0,2475.4,2496.77,2509.6299,2441.1799,2467.4199
12-19-2018,1545195600.0,2537.12,2547.05,2585.29,2488.96,2506.96
12-18-2018,1545109200.0,2551.35,2559.8999,2573.99,2528.71,2546.1599
12-17-2018,1545022800.0,2565.83,2590.75,2601.1299,2530.54,2545.9399
12-14-2018,1544763600.0,2614.46,2629.6799,2635.0701,2593.8401,2599.95
12-13-2018,1544677200.0,2653.73,2658.7,2670.1899,2637.27,2650.54
12-12-2018,1544590800.0,2667.85,2658.23,2685.4399,2650.26,2651.0701
12-11-2018,1544504400.0,2647.83,2664.4399,2674.3501,2621.3,2636.78
12-10-2018,1544418000.0,2615.37,2630.8601,2647.51,2583.23,2637.72
12-07-2018,1544158800.0,2665.84,2691.26,2708.54,2623.1399,2633.0801
12-06-2018,1544072400.0,2658.84,2663.51,2696.1499,2621.53,2695.95
12-04-2018,1543899600.0,2741.55,2782.4299,2785.9299,2697.1799,2700.0601
12-03-2018,1543813200.0,2786.78,2790.5,2800.1799,2773.3799,2790.3701
11-30-2018,1543554000.0,2746.82,2737.76,2760.8799,2732.76,2760.1699
11-29-2018,1543467600.0,2738.34,2736.97,2753.75,2722.9399,2737.8
11-28-2018,1543381200.0,2714.19,2691.45,2744.0,2684.3799,2743.79
11-27-2018,1543294800.0,2669.21,2663.75,2682.53,2655.8899,2682.1699
11-26-2018,1543208400.0,2662.16,2649.97,2674.3501,2649.97,2673.45
11-23-2018,1542949200.0,2639.32,2633.3601,2647.55,2631.0901,2632.5601
11-21-2018,1542776400.0,2660.28,2657.74,2670.73,2649.8201,2649.9299
11-20-2018,1542690000.0,2650.48,2654.6001,2669.4399,2631.52,2641.8899
11-19-2018,1542603600.0,2707.12,2730.74,2733.1599,2681.0901,2690.73
11-16-2018,1542344400.0,2729.45,2718.54,2746.75,2712.1599,2736.27
11-15-2018,1542258000.0,2703.06,2693.52,2735.3799,2670.75,2730.2
11-14-2018,1542171600.0,2716.28,2737.8999,2746.8,2685.75,2701.5801
11-13-2018,1542085200.0,2734.79,2730.05,2754.6001,2714.98,2722.1799
11-12-2018,1541998800.0,2748.99,2773.9299,2775.99,2722.0,2726.22
11-09-2018,1541739600.0,2779.17,2794.1001,2794.1001,2764.24,2781.01
11-08-2018,1541653200.0,2804.87,2806.3799,2814.75,2794.99,2806.8301
11-07-2018,1541566800.0,2794.64,2774.1299,2815.1499,2774.1299,2813.8899
11-06-2018,1541480400.0,2746.95,2738.3999,2756.8201,2737.0801,2755.45
11-05-2018,1541394000.0,2731.1,2726.3701,2744.27,2717.9399,2738.3101
11-02-2018,1541131200.0,2728.49,2745.45,2756.55,2700.4399,2723.0601
11-01-2018,1541044800.0,2725.26,2717.5801,2741.6699,2708.8501,2740.3701
10-31-2018,1540958400.0,2721.14,2705.6001,2736.6899,2705.6001,2711.74
10-30-2018,1540872000.0,2660.39,2640.6799,2685.4299,2635.3401,2682.6299
10-29-2018,1540785600.0,2655.2,2682.6499,2706.8501,2603.54,2641.25
10-26-2018,1540526400.0,2660.27,2667.8601,2692.3799,2628.1599,2658.6899
10-25-2018,1540440000.0,2695.27,2674.8799,2722.7,2667.8401,2705.5701
10-24-2018,1540353600.0,2697.24,2737.8701,2742.5901,2651.8899,2656.1001
10-23-2018,1540267200.0,2722.51,2721.03,2753.5901,2691.4299,2740.6899
10-22-2018,1540180800.0,2764.08,2773.9399,2778.9399,2749.22,2755.8799
10-19-2018,1539921600.0,2779.02,2775.6599,2797.77,2760.27,2767.78
10-18-2018,1539835200.0,2780.61,2802.0,2806.04,2755.1799,2768.78
10-17-2018,1539748800.0,2799.38,2811.6699,2816.9399,2781.8101,2809.21
10-16-2018,1539662400.0,2790.18,2767.05,2813.46,2766.9099,2809.9199
10-15-2018,1539576000.0,2762.51,2763.8301,2775.99,2749.03,2750.79
10-12-2018,1539316800.0,2752.6,2770.54,2775.77,2729.4399,2767.1299
10-11-2018,1539230400.0,2752.82,2776.8701,2795.1399,2710.51,2728.3701
10-10-2018,1539144000.0,2829.44,2873.8999,2874.02,2784.8601,2785.6799
10-09-2018,1539057600.0,2884.55,2882.51,2894.8301,2874.27,2880.3401
10-08-2018,1538971200.0,2875.77,2877.53,2889.45,2862.0801,2884.4299
10-05-2018,1538712000.0,2889.46,2902.54,2909.6399,2869.29,2885.5701
10-04-2018,1538625600.0,2901.85,2919.3501,2919.78,2883.9199,2901.6101
10-03-2018,1538539200.0,2930.61,2931.6899,2939.8601,2921.3601,2925.51
10-02-2018,1538452800.0,2925.39,2923.8,2931.4199,2919.3701,2923.4299
10-01-2018,1538366400.0,2927.49,2926.29,2937.0601,2917.9099,2924.5901
09-28-2018,1538107200.0,2914.02,2910.03,2920.53,2907.5,2913.98
09-27-2018,1538020800.0,2918.24,2911.6499,2927.22,2909.27,2914.0
09-26-2018,1537934400.0,2917.21,2916.98,2931.1499,2903.28,2905.97
09-25-2018,1537848000.0,2918.82,2921.75,2923.95,2913.7,2915.5601
09-24-2018,1537761600.0,2918.21,2921.8301,2923.79,2912.6299,2919.3701
09-21-2018,1537502400.0,2934.01,2936.76,2940.9099,2927.1101,2929.6699
09-20-2018,1537416000.0,2927.27,2919.73,2934.8,2919.73,2930.75
09-19-2018,1537329600.0,2908.09,2906.6001,2912.3601,2903.8201,2907.95
09-18-2018,1537243200.0,2900.8,2890.74,2911.1699,2890.4299,2904.3101
09-17-2018,1537156800.0,2895.4,2903.8301,2904.6499,2886.1599,2888.8
09-14-2018,1536897600.0,2902.03,2906.3799,2908.3,2895.77,2904.98
09-13-2018,1536811200.0,2901.57,2896.8501,2906.76,2896.3899,2904.1799
09-12-2018,1536724800.0,2886.92,2888.29,2894.6499,2879.2,2888.9199
09-11-2018,1536638400.0,2879.65,2871.5701,2892.52,2866.78,2887.8899
09-10-2018,1536552000.0,2881.43,2881.3899,2886.9299,2875.9399,2877.1299
09-07-2018,1536292800.0,2873.97,2868.26,2883.8101,2864.1201,2871.6799
09-06-2018,1536206400.0,2879.67,2888.6399,2892.05,2867.29,2878.05
09-05-2018,1536120000.0,2885.56,2891.5901,2894.21,2876.9199,2888.6001
09-04-2018,1536033600.0,2892.65,2896.96,2900.1799,2885.1299,2896.72
08-31-2018,1535688000.0,2899.03,2898.3701,2906.3201,2891.73,2901.52
08-30-2018,1535601600.0,2903.84,2908.9399,2912.46,2895.22,2901.1299
08-29-2018,1535515200.0,2907.45,2900.6201,2916.5,2898.3999,2914.04
08-28-2018,1535428800.0,2898.64,2901.45,2903.77,2893.5,2897.52
08-27-2018,1535342400.0,2891.47,2884.6899,2898.25,2884.6899,2896.74
08-24-2018,1535083200.0,2869.26,2862.3501,2876.1599,2862.3501,2874.6899
08-23-2018,1534996800.0,2861.41,2860.29,2868.78,2854.03,2856.98
08-22-2018,1534910400.0,2861.8,2860.99,2867.54,2856.05,2861.8201
08-21-2018,1534824000.0,2867.28,2861.51,2873.23,2861.3201,2862.96
08-20-2018,1534737600.0,2855.19,2853.9299,2859.76,2850.6201,2857.05
08-17-2018,1534478400.0,2844.68,2838.3201,2855.6299,2833.73,2850.1299
08-16-2018,1534392000.0,2840.96,2831.4399,2850.49,2831.4399,2840.6899
08-15-2018,1534305600.0,2815.22,2827.95,2827.95,2802.49,2818.3701
08-14-2018,1534219200.0,2834.85,2827.8799,2843.1101,2826.5801,2839.96
08-13-2018,1534132800.0,2831.64,2835.46,2843.3999,2819.8799,2821.9299
08-10-2018,1533873600.0,2834.01,2838.8999,2842.2,2825.8101,2833.28
08-09-2018,1533787200.0,2857.23,2857.1899,2862.48,2851.98,2853.5801
08-08-2018,1533700800.0,2857.76,2856.79,2862.4399,2853.0901,2857.7
08-07-2018,1533614400.0,2859.67,2855.9199,2863.4299,2855.9199,2858.45
08-06-2018,1533528000.0,2844.64,2840.29,2853.29,2835.98,2850.3999
08-03-2018,1533268800.0,2833.88,2829.6201,2840.3799,2827.3701,2840.3501
08-02-2018,1533182400.0,2813.12,2800.48,2829.9099,2796.3401,2827.22
08-01-2018,1533096000.0,2815.84,2821.1699,2825.8301,2805.8501,2813.3601
07-31-2018,1533009600.0,2816.26,2809.73,2824.46,2808.0601,2816.29
07-30-2018,1532923200.0,2809.93,2819.0,2821.74,2798.1101,2802.6001
07-27-2018,1532664000.0,2825.76,2842.3501,2843.1699,2808.3401,2818.8201
07-26-2018,1532577600.0,2840.42,2835.49,2845.5701,2835.26,2837.4399
07-25-2018,1532491200.0,2832.88,2817.73,2848.03,2817.73,2846.0701
07-24-2018,1532404800.0,2820.56,2820.6799,2829.99,2811.1201,2820.3999
07-23-2018,1532318400.0,2801.88,2799.1699,2808.6101,2795.1399,2806.98
07-20-2018,1532059200.0,2804.86,2804.55,2809.7,2800.01,2801.8301
07-19-2018,1531972800.0,2805.91,2809.3701,2812.05,2799.77,2804.49
07-18-2018,1531886400.0,2811.32,2811.3501,2816.76,2805.8899,2815.6201
07-17-2018,1531800000.0,2801.71,2789.3401,2814.1899,2789.24,2809.55
07-16-2018,1531713600.0,2797.29,2797.3601,2801.1899,2793.3899,2798.4299
07-13-2018,1531454400.0,2798.11,2796.9299,2804.53,2791.6899,2801.3101
07-12-2018,1531368000.0,2790.38,2783.1399,2799.22,2781.53,2798.29
07-11-2018,1531281600.0,2778.34,2779.8201,2785.9099,2770.77,2774.02
07-10-2018,1531195200.0,2790.91,2788.5601,2795.5801,2786.24,2793.8401
07-09-2018,1531108800.0,2777.69,2775.6201,2784.6499,2770.73,2784.1699
07-06-2018,1530849600.0,2748.96,2737.6799,2764.4099,2733.52,2759.8201
07-05-2018,1530763200.0,2726.93,2724.1899,2737.8301,2716.02,2736.6101
07-03-2018,1530590400.0,2723.87,2733.27,2736.5801,2711.1599,2713.22
07-02-2018,1530504000.0,2713.11,2704.95,2727.26,2698.95,2726.71
06-29-2018,1530244800.0,2730.65,2727.1299,2743.26,2718.03,2718.3701
06-28-2018,1530158400.0,2708.17,2698.6899,2724.3401,2691.99,2716.3101
06-27-2018,1530072000.0,2722.73,2728.45,2746.0901,2699.3799,2699.6299
06-26-2018,1529985600.0,2724.26,2722.1201,2732.9099,2715.6001,2723.0601
06-25-2018,1529899200.0,2720.8,2742.9399,2742.9399,2698.6699,2717.0701
06-22-2018,1529640000.0,2758.42,2760.79,2764.1699,2752.6799,2754.8799
06-21-2018,1529553600.0,2756.83,2769.28,2769.28,2744.3899,2749.76
06-20-2018,1529467200.0,2769.39,2769.73,2774.8601,2763.9099,2767.3201
06-19-2018,1529380800.0,2754.12,2752.01,2765.05,2743.1899,2762.5901
06-18-2018,1529294400.0,2766.06,2765.79,2774.99,2757.1201,2773.75
06-15-2018,1529035200.0,2772.27,2777.78,2782.8101,2761.73,2779.6599
06-14-2018,1528948800.0,2782.79,2783.21,2789.0601,2776.52,2782.49
06-13-2018,1528862400.0,2783.06,2787.9399,2791.47,2774.6499,2775.6299
06-12-2018,1528776000.0,2784.29,2785.6001,2789.8,2778.78,2786.8501
06-11-2018,1528689600.0,2785.19,2780.1799,2790.21,2780.1699,2782.0
06-08-2018,1528430400.0,2771.49,2765.8401,2779.3899,2763.5901,2779.03
06-07-2018,1528344000.0,2770.03,2774.8401,2779.8999,2760.1599,2770.3701
06-06-2018,1528257600.0,2760.42,2753.25,2772.3899,2748.46,2772.3501
06-05-2018,1528171200.0,2746.06,2748.46,2752.6101,2739.51,2748.8
06-04-2018,1528084800.0,2744.85,2741.6699,2749.1599,2740.54,2746.8701
06-01-2018,1527825600.0,2727.81,2718.7,2736.9299,2718.7,2734.6201
05-31-2018,1527739200.0,2711.59,2720.98,2722.5,2700.6799,2705.27
05-30-2018,1527652800.0,2715.89,2702.4299,2729.3401,2702.4299,2724.01
05-29-2018,1527566400.0,2693.74,2705.1101,2710.6699,2676.8101,2689.8601
05-25-2018,1527220800.0,2721.18,2723.6001,2727.3601,2714.99,2721.3301
05-24-2018,1527134400.0,2719.67,2730.9399,2731.97,2707.3799,2727.76
05-23-2018,1527048000.0,2721.44,2713.98,2733.3301,2709.54,2733.29
05-22-2018,1526961600.0,2732.06,2738.3401,2742.24,2721.8799,2724.4399
05-21-2018,1526875200.0,2732.44,2735.3899,2739.1899,2725.7,2733.01
05-18-2018,1526616000.0,2714.34,2717.3501,2719.5,2709.1799,2712.97
